,PGTHERMO_PEP_ (kcal/mol),Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_ROP-S,BASE_polymerization_type_Vinyl,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s 
41,12.0,0.0,0.4387031389829485,0.6359777515695,0.1781790320634067,-13.68,-25.91,-0.041,2.4,1.42,0.6195,0.6408,0.0,0.1177,5.2655,1.2574,0.5836,0.3574,0.0019,0.1222,4.7455,1.2574,2.369583333333334,2.369583333333334,1.1156944444444443,1.1156944444444443,0.4486791527567099,42.4,136.23799999999997,120.10999999999996,136.125200512,56,0,-0.0347994733705315,-0.0885285455657176,0.0885285455657176,0.0347994733705315,0.7,1.2,1.6,14.343004683092982,9.685040415378612,2.288307393007677,-2.369697684473291,2.40887941965223,-2.254246025881271,4.908357834429872,0.1526194626176681,1.8896336768849595,1.9235820835053816,118.97373660251154,6.811554787871634,6.552041763877789,6.552041763877789,4.9663264951887856,4.616156409449845,4.616156409449845,3.7236146391315983,3.7236146391315983,3.1498299142610593,3.1498299142610593,2.2544555430943247,2.2544555430943247,-0.26,228.6456749030801,6.450201165867344,2.7734471119925246,1.1172581278621807,63.32246471815632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,50.36074182987885,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,2.2313888888888886,0.0,13.43527777777778,0.0,0.0,0.8,10,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,3.142800000000002,43.82200000000002,0,0,0,2,0,0,0,10,0.17,236.0,2,2.1496545268249476,0.3586891450407438,244.29024474314232,1372.582774304405,0,2,-14.2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
42,-11.5,0.028,5.0043347831492335,4.139271228318022,1.770888380450724,0.0,0.0,0.0,0.0,0.0,0.2379,1.2786,0.0,0.6385,4.3422,0.9198,0.4436,1.368,0.0008,0.5619,4.1172,0.9198,10.460833333333332,10.460833333333332,0.0254629629629623,-0.0254629629629623,0.4407063292928371,21.75,114.144,104.06399999999998,114.06807956,46,0,0.3052775335658631,-0.4656750027435766,0.4656750027435766,0.3052775335658631,1.25,2.125,3.0,16.532639758362013,10.204844618648156,2.050493808063329,-1.934626435997457,2.057846138966598,-1.9965848326692348,5.688901398867398,-0.1421844849123149,1.940878457472244,2.26669651519302,78.52932501298082,5.819990956308912,4.852030486860464,4.852030486860464,3.893846850117352,3.0504768156519497,3.0504768156519497,2.031130352237305,2.031130352237305,1.2882881181567851,1.2882881181567851,0.8063493528227852,0.8063493528227852,-0.53,85.39865212877875,5.603868808567603,2.6984359410043637,1.5234757718400516,48.833197775834,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,0.0,19.26246486877803,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951848,0.0,0.0,0.0,25.68328649170404,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,25.68328649170404,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,13.027703587438928,19.26246486877803,0.0,0.0,0.0,0.0,4.736862953800049,4.763888888888889,0.0,10.460833333333332,0.0,0.0,-0.0254629629629623,0.0,3.829675925925926,0.6377314814814814,0.0,0.8333333333333334,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.1036,29.426999999999985,1,1,0,0,1,1,1,9,0.1,158.0,0,1.8284338986058857,0.4387805917418665,195.43219579451383,1098.0662194435238,0,0,-53.9,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
43,1.0,0.028,3.0834461445979287,3.695168130333795,0.9061424786291123,0.0,0.0,0.0,0.0,0.0,0.4435,0.9086,0.0,0.4497,4.2977,1.0246,0.7784,0.9583,0.0134,0.3556,4.8133,1.0246,5.1342592592592595,5.1342592592592595,0.8078703703703707,0.8078703703703707,0.4631038301749137,21.75,130.21200000000002,120.13199999999998,130.04523594,46,0,0.1591670895749039,-0.4870675245000345,0.4870675245000345,0.1591670895749039,1.25,2.125,3.0,32.09204781873418,10.208611276963849,2.014154208532667,-1.972137281642084,2.0735279374990547,-1.9678927294898056,7.796260478445984,0.3098198264427095,1.940878457472244,2.26669651519302,80.52932501298082,5.819990956308912,4.852030486860464,5.66852706778819,3.893846850117352,3.0504768156519497,3.458725106115813,2.031130352237305,2.486472153498785,1.2882881181567851,1.6102633935864747,0.8063493528227852,1.0340202534535248,-0.11,85.39865212877875,6.016742712294044,3.0244491668575164,1.782089416831894,55.03045592299512,4.736862953800049,0.0,5.050627660338534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.480338311824724,6.4208216229260096,6.606881964512918,4.736862953800049,17.26850110338523,0.0,0.0,0.0,25.68328649170404,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,12.217873443046695,11.657509624851452,4.736862953800049,0.0,25.68328649170404,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,18.078331247777463,19.26246486877803,0.0,0.0,0.0,16.954736396846744,5.1342592592592595,4.870092592592592,0.0,0.8078703703703707,0.0,0.0,0.0,4.675046296296296,0.8460648148148149,0.0,0.8333333333333334,8,0,1,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.9044,37.018,0,0,0,0,0,1,0,9,0.1,158.0,0,1.99585640674039,0.5086426002442984,195.43219579451383,1098.0662194435238,0,0,-54.4,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
44,0.21,-1.0,3.403652923184109,4.402182752571143,0.8794389268168445,0.0,0.0,0.0,0.0,0.0,0.1986,0.6401,0.0,0.3688,1.4612,0.4061,0.2027,0.659,0.0016,0.4402,1.2582,0.4061,8.36111111111111,8.36111111111111,0.25,-0.25,0.3801607209681124,4.0,46.025,44.009,46.005479304,18,0,0.2901288276176125,-0.483466609975982,0.483466609975982,0.2901288276176125,2.0,2.0,2.0,16.345966558948714,11.664976543957312,1.217720660428155,-1.3390094248455604,0.9661560389561388,-1.4870251687793086,5.323236903758448,-0.1224073393619571,0.9182958340544896,2.1874960973678963,10.264662506490406,2.7071067811865475,1.4328121551534467,1.4328121551534467,1.4142135623730951,0.493901150142677,0.493901150142677,0.105409255338946,0.105409255338946,0.0,0.0,0.0,0.0,-0.53,2.754887502163469,2.4699999999999993,1.4699999999999982,1.4700000000000009,17.695006880069332,5.106527394840706,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064578912528,6.472220864716464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57874825955717,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,6.472220864716464,0.0,0.0,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,8.36111111111111,6.888888888888889,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-0.2991999999999999,8.6928,1,0,0,0,0,0,0,4,0.2,18.0,0,1.02034484945991,9.449891394115163e-15,73.28707342294271,411.77483229132145,0,1,251.4,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45,2.07,-1.0,4.028937381197575,4.49064663071837,1.2420396826097273,0.0,0.0,0.0,0.0,0.0,0.1956,0.7367,0.0,0.4554,1.9787,0.547,0.1816,0.703,0.0343,0.5037,1.7458,0.547,9.0,9.0,0.8333333333333333,-0.8333333333333333,0.4298828832001217,6.25,60.05200000000001,56.02,60.021129368,24,0,0.2996845531582142,-0.481433475172105,0.481433475172105,0.2996845531582142,2.0,2.0,2.0,16.363929068063154,10.854985217204092,1.6509951854331455,-1.5897739953032324,1.4156543939895572,-1.7770437432804933,5.6247797592829265,-0.1339289924624054,0.8112781244591328,2.803039487674051,27.019550008653873,3.5773502691896257,2.355461885963821,2.355461885963821,1.7320508075688772,0.9277309429819104,0.9277309429819104,0.5190180358994382,0.5190180358994382,0.0,0.0,0.0,0.0,-0.53,3.2451124978365313,3.47,0.8748582995951415,1.1560092559629749,24.059948994465937,5.106527394840706,0.0,0.0,0.0,5.969305287951848,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,9.901064578912528,5.969305287951848,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792557,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,37.3,5.969305287951848,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,9.0,7.416666666666666,0.0,-0.8333333333333333,0.0,0.0,1.0833333333333333,0.0,0.5,4,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.0908999999999999,13.3098,1,0,0,0,0,0,0,4,0.33,28.0,0,1.2647776430510262,0.243262778471738,97.71609789725692,549.0331097217619,0,1,293.3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46,-5.9,1.0,1.956007030682411,1.807779562107916,0.7187521551153824,-17.98,-31.48,-0.0453,3.15,0.58,0.1806,0.3436,0.0,0.3637,2.1877,0.6223,0.2954,0.5624,0.0015,0.4694,2.5916,0.6223,4.944444444444445,4.944444444444445,1.0,1.0,0.410937601049349,24.0,72.107,64.043,72.057514876,30,0,0.0466381698498417,-0.3814493819627182,0.3814493819627182,0.0466381698498417,1.0,1.6,1.8,16.478080853478215,10.393584045238851,1.9427470876857735,-1.764025781856993,1.9782597734636065,-1.743026702609946,4.431751901071208,0.1978334926135899,1.760495029766198,2.083333333333333,15.21928094887362,3.5355339059327378,3.236675415210053,3.236675415210053,2.5,2.0773502691896253,2.0773502691896253,1.319479216882342,1.319479216882342,0.8273502691896256,0.8273502691896256,0.5103103630798287,0.5103103630798287,-0.04,22.886435386960574,3.1616129032258065,1.4103121748178982,0.6183636836628511,31.941791446997023,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,12.84164324585202,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,12.84164324585202,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,12.84164324585202,0.0,0.0,0.0,4.736862953800049,4.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,2.0,0.0,1.0,5,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.7968,20.052999999999997,0,0,0,0,0,1,0,7,0.0,56.0,0,1.3594876932584137,0.5093413689552501,122.14512237157116,686.2913871522023,0,0,-74.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
47,0.0,0.0,4.61833611551102,5.364938902311497,1.561914070978581,-16.59,-28.94,-0.0414,2.91,1.93,0.8761,1.3195,0.0,1.2675,7.0167,1.6538,1.0185,1.3288,-0.0304,1.1416,7.2413,1.6538,11.738587962962962,11.738587962962962,0.1084344293272867,-0.4909646636432352,0.6332189222593464,29.8,229.301,214.181,229.07726434,84,0,0.4104723776335365,-0.4436732870162782,0.4436732870162782,0.4104723776335365,1.5333333333333334,2.2,2.6666666666666665,32.16671352596774,10.176726664006358,2.4779593119648795,-2.2852665551884814,2.3878384157692545,-2.438299484535453,8.143644840016554,-0.114285807981526,2.5758854451002096,2.010649091177572,310.27958672275,11.215178470694322,9.14912085810776,9.965617439035483,6.865991962219566,5.0677764460555546,5.94742925731045,4.943098955223099,6.247836809347463,2.4456084666283617,3.624846818550061,1.8714041404535309,3.0941392536603565,-0.7100000000000001,2557.854246984508,10.796107985957985,3.402308711075058,2.1166398575277188,93.33160087550358,4.736862953800049,11.642891640131648,0.0,5.11527693018572,0.0,6.093240070938415,9.6944469149223,4.794537184071822,0.0,0.0,11.761884949391115,27.19203322199788,11.79469443589475,0.0,14.325937321943693,22.970401950515253,0.0,4.899909730850477,0.0,44.0848628921117,6.544756405912575,0.0,0.0,0.0,0.0,4.794537184071822,0.0,11.761884949391115,39.54601280800102,9.53140013787187,0.0,27.19203322199788,0.0,0.0,0.0,0.0,46.61,5.601050810983688,9.589074368143644,0.0,22.50029586025427,6.544756405912575,6.4208216229260096,11.761884949391115,4.899909730850477,20.771211599071872,0.0,4.736862953800049,5.248101851851851,1.3660830026455026,24.73255527210884,0.3954884731670447,-0.4909646636432352,0.0,-0.2408796296296298,0.4366562736205595,6.1362927532123965,0.0,0.8,15,0,4,0,2,2,0,0,0,4,0,5,0,0,2,2,2,1.6378,57.73100000000003,2,2,0,0,0,1,0,7,0.59,514.0,0,2.7801596407538107,0.3404694076587443,366.4353671147136,2058.874161456608,2,2,-40.4,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
48,-10.6,0.061,4.670191856691006,4.01897433530231,1.5521860475249325,-16.75,-29.37,-0.0424,2.94,-0.76,0.3607,1.8828,0.0,0.8722,5.5306,1.1351,0.4537,1.7575,0.0081,0.9302,5.2652,1.1351,10.86,10.86,0.1721296296296297,-0.2939814814814809,0.508173383790368,24.09090909090909,158.153,148.07299999999998,158.0579088,62,0,0.3116443256739182,-0.4686976954873117,0.4686976954873117,0.3116443256739182,1.7272727272727273,2.4545454545454546,2.909090909090909,16.54632957121549,10.026693781640803,2.257954019785184,-2.181736678308114,2.1476432974521025,-2.2814750229303784,5.764070053113968,-0.1583190875902516,2.0456060352867365,2.3850614178690215,165.27938714610153,8.267584713501616,6.331663774604721,6.331663774604721,5.236382105218448,3.472145112102215,3.472145112102215,2.441771000506489,2.441771000506489,1.67694665650237,1.67694665650237,0.9936817697892784,0.9936817697892784,-1.06,335.4793897870248,8.040603621730382,3.3659679080000666,1.9291023263065643,64.47320721978126,9.473725907600098,6.606881964512918,0.0,0.0,0.0,11.938610575903695,9.589074368143644,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,13.027703587438928,19.06280027574374,11.938610575903695,0.0,0.0,5.917906046161393,12.84164324585202,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.655290081694147,19.06280027574374,5.917906046161393,12.84164324585202,0.0,0.0,0.0,0.0,52.60000000000001,0.0,9.589074368143644,0.0,24.46339858657801,12.84164324585202,0.0,7.109797541277533,0.0,0.0,9.473725907600098,0.0,9.168339947089947,0.0,21.40520171957672,0.0,0.0,-0.7774508692365831,0.0,0.8663425925925926,0.1721296296296297,1.3321036470143612,0.7142857142857143,11,0,4,0,1,1,0,0,0,4,0,4,1,0,1,1,1,0.1125999999999998,35.699,2,2,0,0,2,2,1,8,0.38,276.0,0,2.515966056557899,0.1883910944417543,268.7192692174566,1509.8410517348457,0,1,-41.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
49,-10.6,0.061,4.871873169352514,3.998060348544693,1.6409856775559395,0.0,0.0,0.0,0.0,0.0,0.3624,1.062,0.0,0.3922,4.6298,1.0607,0.3353,1.2914,0.0156,0.6235,4.5791,1.0607,10.893611111111111,10.893611111111111,0.0474537037037035,-0.2239583333333332,0.4601605251685242,25.333333333333332,128.171,116.07499999999996,128.083729624,52,0,0.3110012745254846,-0.465281705603932,0.465281705603932,0.3110012745254846,1.5555555555555556,2.2222222222222223,2.5555555555555554,16.535738180645865,9.865185275356827,2.3129669121101144,-2.2623288808428312,2.2705298126201376,-2.31005675216421,5.758823617525478,-0.1588955867757673,1.7681861547982791,2.598255794165744,126.8778405585776,6.905777393935816,5.937816924487368,5.937816924487368,4.1278270848415755,3.3004768156519497,3.3004768156519497,3.123356058171061,3.123356058171061,1.7318565417188607,1.7318565417188607,0.9764076847350032,0.9764076847350032,-0.53,95.48205235910709,6.588063754427392,2.01092677277109,1.2318563399983138,55.19813989023061,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.021872433909696,9.53140013787187,5.969305287951848,0.0,0.0,5.414990469396779,26.689117645233267,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,5.414990469396779,26.689117645233267,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,11.384295757348628,6.606881964512918,12.84164324585202,0.0,0.0,13.847474399381248,0.0,4.736862953800049,4.854166666666667,0.0,10.893611111111111,0.0,-0.2239583333333332,-0.0474537037037035,0.0,1.976759259259259,4.463541666666667,0.0,0.8571428571428571,9,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.3496,33.97399999999999,1,1,0,0,1,1,1,8,0.27,174.0,0,1.9141919306256967,0.6487641017305547,219.86122026882808,1235.3244968739643,0,0,-44.6,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
50,6.5,0.233,0.2402141777590083,0.4408317411280781,0.1717013601504134,0.0,0.0,0.0,0.0,0.0,0.9356,0.7648,0.0,0.3586,5.9174,1.2693,0.949,0.7492,0.0017,0.2569,5.4016,1.2693,2.275462962962963,2.275462962962963,0.7603703703703701,0.7603703703703701,0.531100387788401,17.454545454545453,144.21699999999996,132.12099999999998,144.093900384,56,0,-0.0092835397014882,-0.0878986500720027,0.0878986500720027,0.0092835397014882,0.9090909090909092,1.5454545454545454,2.1818181818181817,14.151655168043773,9.973021543437255,2.1040732175328745,-2.071771842812194,2.279259252696688,-1.901006836350076,5.226116607641373,0.7539175379964246,2.57938194604314,2.173466774391592,238.00063728104428,7.518661569058181,6.533015715890103,6.533015715890103,5.4663264951887856,4.165685232306558,4.165685232306558,3.0504160691636995,3.0504160691636995,2.2788447995743053,2.2788447995743053,1.6145779605633075,1.6145779605633075,-1.04,773.814583812942,6.656627417550217,2.9131530939811667,1.3455933254299337,67.5606795057665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.483875555975814,24.32300078371041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75954929201341,0.0,48.04732704767281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32300078371041,42.483875555975814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,18.405094737549017,0.0,0.0,42.483875555975814,0.0,0.0,0.0,0.0,0.0,1.4837962962962965,0.7603703703703701,10.7525,7.003333333333332,0.0,0.0,0.2727272727272727,11,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,2,3.1202000000000014,47.55700000000003,0,0,0,2,0,0,0,7,0.46,260.0,0,2.4806283882069264,0.3348177942871579,268.7192692174566,1509.8410517348457,0,0,-79.9,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
51,-9.4,0.024,5.261186641705754,4.1601644902883,2.083328642365406,0.0,0.0,0.0,0.0,0.0,0.5798,1.3932,0.0,0.4367,5.3523,1.093,0.5578,1.5177,0.0138,0.5954,5.3068,1.093,10.986296296296295,10.986296296296295,0.0599074074074079,0.0599074074074079,0.4746141440618766,39.0,140.18200000000002,128.08599999999998,140.083729624,56,0,0.3088519301269105,-0.4651384921064732,0.4651384921064732,0.3088519301269105,1.3,2.1,2.9,16.54017267165337,9.814556945995909,2.3734797478573024,-2.191536078801462,2.34648847447395,-2.190772183793503,5.742899458703904,-0.1410794684919998,2.340584889374277,2.0813783107004347,153.33658100079688,6.974691494688164,6.006731025239716,6.006731025239716,4.877010097711744,4.043676764378412,4.043676764378412,3.281069605749054,3.281069605749054,2.651496767038246,2.651496767038246,2.013661604634873,2.013661604634873,-0.53,367.4718276317615,6.197598478027457,2.2572910088742577,0.8248923198188043,60.55725085109799,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,12.84164324585202,12.84164324585202,5.917906046161393,12.52478801067431,9.53140013787187,5.969305287951848,0.0,0.0,11.835812092322788,25.68328649170404,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,11.835812092322788,25.68328649170404,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,11.887211334113244,12.52478801067431,6.4208216229260096,19.26246486877803,0.0,0.0,0.0,4.736862953800049,4.960925925925926,0.0,10.986296296296295,0.0,0.0,0.9025000000000002,0.0,4.785694444444445,0.6979166666666666,0.0,0.875,10,0,2,1,1,2,0,0,0,2,0,2,0,1,1,2,2,1.3496,36.407,1,1,0,0,1,1,1,7,0.42,197.0,0,2.062593390013866,0.3190420878017901,244.29024474314232,1372.582774304405,0,2,-72.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
