,Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_benzene,RDKIT_fr_bicyclic,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s ,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_misc,BASE_Category_vinyl
168,1.0,5.73443776305773,4.93749665552849,2.36824812567086,-33.9,-53.7,-0.0665,5.94,0.69,0.2184,0.7091,0.0,0.4652,3.0567,0.9785,0.3057,1.3202,0.0297,0.6074,4.1208,0.9785,10.3063888888889,10.3063888888889,0.0060416666666665,-0.546921296296296,0.461711411034071,24.4444444444444,130.143,120.063,130.06299418,52,0,0.507800856209972,-0.433584207544092,0.507800856209972,0.433584207544092,1.33333333333333,1.77777777777778,2.11111111111111,16.7324677537441,9.95955505188109,2.27176536893126,-2.27106028221047,2.19527025856412,-2.33639582063627,5.60083071995125,-0.0444557321109378,1.77624513538056,2.43721653214459,116.26466250649,6.90577739393582,5.63895843376469,5.63895843376469,4.1009536313039,2.89682948607197,2.89682948607197,2.99156383156272,2.99156383156272,1.16151424211448,1.16151424211448,0.59192167074187,0.59192167074187,-0.73,92.3647470397889,6.39091898428053,1.89836783615593,1.5896730410848,53.9467430053409,9.4737259076001,13.2137639290258,0.0,0.0,0.0,6.15536562953876,0.0,4.79453718407182,0.0,0.0,13.8474743993812,0.0,5.41499046939678,0.0,14.2682630916719,6.15536562953876,0.0,0.0,5.41499046939678,13.8474743993812,13.2137639290258,0.0,0.0,0.0,0.0,4.79453718407182,0.0,0.0,19.3691295585646,9.4737259076001,5.41499046939678,13.8474743993812,0.0,0.0,0.0,0.0,35.53,6.15536562953876,4.79453718407182,0.0,5.41499046939678,13.2137639290258,0.0,0.0,0.0,13.8474743993812,9.4737259076001,0.0,9.26388888888889,0.0,10.3063888888889,0.0,-0.0060416666666665,0.0,0.0,-0.546921296296296,4.89935185185185,0.0,0.833333333333333,9,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,1.1794,31.081,1,1,0,0,0,0,0,2,2,8,0.27,174.0,0,1.98142307270759,0.700584537580698,219.861220268828,1235.32449687396,0,0,-24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
170,1.0,1.31922801559373,1.11165211428307,0.855249978362701,-20.32,-37.78,-0.0586,3.56,0.9,0.1901,0.5071,0.0,0.5961,2.1662,0.8219,0.2089,0.5831,0.0001,0.6892,2.6546,0.8219,5.11805555555556,5.11805555555556,0.0277777777777776,-0.0277777777777776,0.449457595367426,28.2857142857143,102.133,92.053,102.06807956,42,0,0.147198587301129,-0.352422705925561,0.352422705925561,0.147198587301129,1.42857142857143,2.14285714285714,2.28571428571429,16.7138685745453,10.1615368071254,2.23267400828116,-2.10860776547841,2.14302260050829,-2.2039092526061,4.68503647341485,0.0121220621865929,1.84072577086512,2.39970658219793,60.48040587771369,5.32842712474619,4.73071014330082,4.73071014330082,3.20710678118655,2.42370293960964,2.42370293960964,2.37034304897232,2.37034304897232,0.982658877952649,0.982658877952649,0.530308608763023,0.530308608763023,-0.08,42.3366927298978,5.0645086705202305,1.45622528616025,1.14331034205393,43.4202787909005,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8474743993812,0.0,12.2079327754966,9.4737259076001,0.0,0.0,0.0,0.0,19.4485252103649,13.3998242706127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0008750815964,9.4737259076001,0.0,13.8474743993812,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,5.60105081098369,6.79294230609983,6.60688196451292,0.0,0.0,13.8474743993812,0.0,9.4737259076001,10.0555555555556,0.0,0.0,0.0,-0.0277777777777776,0.0,0.0,0.0,5.22222222222222,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7693,25.983,0,0,0,0,0,0,0,2,0,7,0.22,104.0,0,1.64960916088107,0.592061427030928,171.0031713202,960.807942013083,0,0,-54.8,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
175,1.0,4.95663780152234,4.12295074409706,1.94366025891547,-31.04,-51.52,-0.0687,5.44,2.1,0.1939,1.1522,0.0,0.6385,5.4289,1.3425,0.3121,1.2011,0.0322,0.5961,5.3456,1.3425,10.9590277777778,10.9590277777778,0.038819444444444,-0.038819444444444,0.501209511739837,30.8181818181818,156.225,140.097,156.115029752,64,0,0.305569598391077,-0.465097492628723,0.465097492628723,0.305569598391077,1.54545454545455,2.18181818181818,2.81818181818182,16.5339971003298,9.83902971580389,2.27609113105248,-2.21879030971159,2.298840489299,-2.18355658593208,5.69434347142281,-0.144553124016327,1.89983430617274,2.6023405867521,160.945668302886,8.48312766312544,7.51516719367699,7.51516719367699,4.99480048142125,4.15143044695585,4.15143044695585,4.33831717088246,4.33831717088246,2.04006957806094,2.04006957806094,1.69372319814575,1.69372319814575,-0.53,216.581110903693,8.56551098376313,2.83880899244487,2.52379526021715,67.9280241190238,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,20.7712115990719,17.7537181384842,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,11.3328965155582,33.6128548449239,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,11.3328965155582,33.6128548449239,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,11.3842957573486,18.9456096336003,6.4208216229260096,0.0,0.0,0.0,20.7712115990719,4.73686295380005,5.04958333333333,0.0,10.9590277777778,0.0,0.172199074074074,0.433402777777778,0.0,1.66881944444444,6.96696759259259,0.0,0.888888888888889,11,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.9857,43.138,1,1,0,0,0,0,1,1,1,9,0.31,274.0,0,2.23481738731156,0.489213760910838,268.719269217457,1509.84105173485,0,1,-29.7,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
176,1.0,4.89633458731807,3.9240575930848305,2.08442126746219,-32.97,-61.94,-0.0972,5.78,2.48,0.3446,1.2818,0.0,0.3741,5.4204,1.3425,0.3053,1.2739,0.0277,0.6245,5.3573,1.3425,10.9661111111111,10.9661111111111,0.0255092592592589,-0.0255092592592589,0.542535284701465,32.1818181818182,156.225,140.097,156.115029752,64,0,0.305839221189616,-0.462639361054755,0.462639361054755,0.305839221189616,1.54545454545455,2.18181818181818,2.63636363636364,16.5436834744746,9.8596670273502,2.26883593525065,-2.2836100103353,2.26480833356319,-2.29382587676771,5.70150117036385,-0.156079581892291,1.84604679168392,2.49333794337239,151.641722843953,8.43072142031815,7.4627609508697,7.4627609508697,5.09222415287502,4.28763295374645,4.28763295374645,3.74439981252154,3.74439981252154,2.33897146045586,2.33897146045586,1.55224081982321,1.55224081982321,-0.53,243.678176502278,8.56551098376313,3.24473876557031,2.20805839774128,67.9280241190238,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,13.8474743993812,25.1803709149394,6.4208216229260096,6.1039663877483,9.53140013787187,5.96930528795185,0.0,0.0,11.8358120923228,39.7168212326722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0732716757002,9.53140013787187,11.8358120923228,33.6128548449239,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,12.0732716757002,18.2566337152488,6.4208216229260096,0.0,0.0,6.92373719969062,13.8474743993812,4.73686295380005,5.02763888888889,0.0,10.9661111111111,0.0,0.0,1.11018518518519,0.0,1.77263888888889,6.29009259259259,0.0,0.888888888888889,11,0,2,0,1,1,0,0,0,2,0,2,1,0,1,1,1,1.9841,43.116,1,1,0,0,0,0,1,1,1,8,0.38,266.0,0,2.41617251146949,0.399126650887681,268.719269217457,1509.84105173485,0,2,-27.4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
177,1.0,0.0269570723243363,0.117214878901748,0.0841236846545433,-13.12,-23.72,-0.0356,2.3,3.02,0.2383,0.192,0.0,0.0,1.9226,0.5636,0.3024,0.1437,0.0031,-0.0209,1.9886,0.5636,2.27777777777778,2.27777777777778,1.08333333333333,1.08333333333333,0.393420749375527,26.25,56.108,48.044,56.062600256,24,0,-0.0442601605410084,-0.0625093764618009,0.0625093764618009,0.0442601605410084,1.5,1.75,1.75,14.1816761492321,10.5304167824302,2.12158416165132,-1.53066963013533,2.26232777225935,-1.41903604572474,4.64783819831478,0.982712569973511,1.75,2.17109831787357,19.2192809488736,2.99156383156272,2.99156383156272,2.99156383156272,1.89384685011735,1.89384685011735,1.89384685011735,1.68252198471216,1.68252198471216,0.866025403784439,0.866025403784439,0.166666666666667,0.166666666666667,0.0,14.0,2.25,0.48,0.222222222222222,26.8282462174901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,5.91790604616139,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,19.7653804455426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,19.7653804455426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,12.841643245852,0.0,0.0,6.92373719969062,0.0,0.0,0.0,0.0,0.0,0.0,1.08333333333333,0.0,2.97222222222222,2.27777777777778,0.0,1.0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.4163,18.398,0,0,0,0,0,0,0,0,0,5,0.17,32.0,0,1.33857810991888,0.567527784575532,97.7160978972569,549.033109721762,0,1,-85.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
178,1.0,4.93086190037125,4.00981817073223,1.78713987900285,-31.16,-50.07,-0.0635,5.46,0.8,0.3017,1.1778,0.0,0.4488,4.1086,0.9198,0.3579,1.3575,0.0231,0.598,4.3317,0.9198,10.3863888888889,10.3863888888889,0.0387962962962959,-0.0387962962962959,0.438293706350646,29.625,114.144,104.064,114.06807956,46,0,0.30530029199806,-0.465390258984431,0.465390258984431,0.30530029199806,1.75,2.5,2.875,16.5342625023401,10.0533402344981,2.13984034654158,-2.15867286458349,2.11795335662733,-2.18364078777061,5.69396067438335,-0.148537198297387,1.76997309402198,2.29232128239145,88.7016576673415,5.98312766312544,5.01516719367699,5.01516719367699,3.7876937002347,2.9443236657693,2.9443236657693,2.32685955200957,2.32685955200957,1.37009976026869,1.37009976026869,0.754958041496247,0.754958041496247,-0.53,70.798923760879,5.6038688085676,2.15863381165889,1.21871572430696,48.833197775834,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,6.92373719969062,12.3387276690874,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,5.91790604616139,19.7653804455426,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,5.91790604616139,19.7653804455426,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,18.9456096336003,6.4208216229260096,0.0,0.0,0.0,6.92373719969062,4.73686295380005,4.75115740740741,0.0,10.3863888888889,0.0,0.0,0.537777777777778,0.0,1.61111111111111,2.71356481481481,0.0,0.833333333333333,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.9595,29.357,1,1,0,0,0,0,1,1,1,8,0.2,143.0,0,1.96804240439641,0.309757043255143,195.432195794514,1098.06621944352,0,1,-45.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
180,1.0,0.0206317445432039,0.117214878901748,0.0445292829305056,-15.83,-28.41,-0.0422,2.77,3.81,0.1899,0.1899,0.0,0.0,2.4097,0.7045,0.2637,0.1144,0.0029,-0.0149,2.3944,0.7045,2.30902777777778,2.30902777777778,1.06481481481481,1.06481481481481,0.407445493762565,25.8,70.135,60.055,70.07825032,30,0,-0.0442797307265806,-0.0625097200633407,0.0625097200633407,0.0442797307265806,1.4,1.8,1.8,14.1484087851443,9.87639567387333,2.08750522559693,-2.18451890146131,2.23846159498598,-2.03703832009776,4.6190764927993,0.346235239526478,1.2987949406954,2.07967238650678,27.0195500086539,3.69867061274927,3.69867061274927,3.69867061274927,2.39384685011735,2.39384685011735,2.39384685011735,2.03607537530544,2.03607537530544,1.39384685011735,1.39384685011735,0.612372435695795,0.612372435695795,0.0,10.3903595255632,3.2,1.0,0.444444444444444,33.1931883318868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1862020684687,5.91790604616139,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,26.1862020684687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,26.1862020684687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,19.262464868778,0.0,0.0,6.92373719969062,0.0,0.0,0.0,0.0,0.0,0.0,1.06481481481481,0.0,4.45949074074074,2.30902777777778,0.0,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.8064,23.015,0,0,0,0,0,0,0,0,0,6,0.14,50.0,0,1.51570636980275,0.463101338158495,122.145122371571,686.291387152202,0,1,-72.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
182,1.0,4.87385432076023,3.98895882646942,1.64725558512023,-30.02,-51.86,-0.0733,5.26,0.8,0.3462,1.2897,0.0,0.3741,4.1539,0.9198,0.3896,1.4193,-0.0009,0.6108,4.1293,0.9198,10.45125,10.45125,0.0381944444444442,-0.0381944444444442,0.440681144620541,29.625,114.144,104.064,114.06807956,46,0,0.305546304436605,-0.462658421973494,0.462658421973494,0.305546304436605,1.75,2.5,2.875,16.5434653052867,10.1202027360636,2.14194679675635,-2.16730407469492,2.11637395532943,-2.19364073831836,5.69585211092746,-0.151928194141501,1.6423714487439,2.33635608302901,98.7016576673415,5.98312766312544,5.01516719367699,5.01516719367699,3.7876937002347,2.98310250110614,2.98310250110614,2.19270534084004,2.19270534084004,1.32418156984996,1.32418156984996,0.876100360413065,0.876100360413065,-0.53,64.0524865010122,5.6038688085676,2.15863381165889,1.21871572430696,48.833197775834,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,0.0,19.7653804455426,6.4208216229260096,6.1039663877483,9.53140013787187,5.96930528795185,0.0,0.0,0.0,32.290168456217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0732716757002,9.53140013787187,0.0,26.1862020684687,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,12.0732716757002,6.4208216229260096,12.841643245852,0.0,0.0,6.92373719969062,0.0,4.73686295380005,4.84722222222222,0.0,10.45125,0.0,0.0,-0.0381944444444442,0.0,2.81208333333333,1.92763888888889,0.0,0.833333333333333,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.102,29.405,1,1,0,0,0,0,1,1,1,8,0.2,146.0,0,1.90382084497282,0.325998878534216,195.432195794514,1098.06621944352,0,1,-62.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
183,1.0,0.0306648508163593,0.117214878901748,0.0359238611925064,-17.57,-30.81,-0.0444,3.08,4.28,0.2092,0.2001,0.0,0.0,2.8701,0.8454,0.2165,0.0894,-0.0003,-0.0094,2.8458,0.8454,2.34027777777778,2.34027777777778,1.0462962962963,1.0462962962963,0.421791473616684,25.5,84.162,72.066,84.093900384,36,0,-0.0442800728356319,-0.062509722834086,0.062509722834086,0.0442800728356319,1.16666666666667,1.66666666666667,1.83333333333333,14.1285494752034,10.1511246523424,2.06718858017419,-1.90937642615376,2.22420099441892,-1.78086770829783,4.60188087068077,0.611914915354137,1.86382639009082,2.18410556963607,33.3029689088065,4.40577739393582,4.40577739393582,4.40577739393582,2.89384685011735,2.89384685011735,2.89384685011735,2.38962876589871,2.38962876589871,1.64384685011735,1.64384685011735,1.1299361269509,1.1299361269509,0.0,33.5488750216347,4.16666666666667,1.63265306122449,0.73469387755102,39.5581304462834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6070236913947,5.91790604616139,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.6070236913947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.6070236913947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,25.683286491704,0.0,0.0,6.92373719969062,0.0,0.0,0.0,0.0,0.0,0.0,1.0462962962963,0.0,5.94675925925926,2.34027777777778,0.0,1.0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.1965,27.632,0,0,0,0,0,0,0,0,0,7,0.12,76.0,0,1.67595318021017,0.38196158077431,146.574146845885,823.549664582643,0,1,-64.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
184,1.0,3.62612661797801,4.29350952759075,1.43564810634879,0.0,0.0,0.0,0.0,0.0,0.5857,1.2223,0.2717,0.6607,4.1201,0.82,0.5797,1.436,0.2811,0.7248,4.1345,0.82,10.7823611111111,10.7823611111111,0.222222222222223,0.222222222222223,0.517745215086262,29.0,127.187,114.083,127.099714036,52,0,0.219698973554104,-0.353654833685801,0.353654833685801,0.219698973554104,1.55555555555556,2.33333333333333,3.11111111111111,16.14907550234,10.148208026699,2.10087504264427,-2.06476278143705,2.07225857917949,-2.29285005543088,5.758330094782,-0.120825027615948,1.93019448991054,2.37372872882703,111.48377837619,6.69023444431199,5.81402568439968,5.81402568439968,4.2876937002347,3.58195123007351,3.58195123007351,2.71434338857938,2.71434338857938,1.69836289266497,1.69836289266497,1.15524157176995,1.15524157176995,-0.53,119.672058374453,6.58806375442739,2.85256664559404,2.0389280055172,55.6344568443318,5.31678860400633,0.0,0.0,5.90717972935151,0.0,0.0,4.79453718407182,0.0,0.0,0.0,6.4208216229260096,19.7653804455426,12.462662452074,0.0,4.79453718407182,5.90717972935151,0.0,5.31678860400633,0.0,38.6488645205426,0.0,0.0,0.0,0.0,5.31678860400633,0.0,0.0,0.0,11.9490205584995,4.79453718407182,0.0,32.6070236913947,0.0,0.0,0.0,0.0,29.1,0.0,4.79453718407182,0.0,5.90717972935151,6.04184082914796,19.262464868778,6.4208216229260096,0.0,0.0,12.240525803697,0.0,0.0,0.0,10.7823611111111,2.90277777777778,0.0,0.222222222222223,0.402777777777778,4.13111111111111,2.05875,0.0,0.857142857142857,9,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,1.0651,36.0727,1,1,0,0,0,0,0,0,0,9,0.18,198.0,0,2.06603690883415,0.311036962835876,219.861220268828,1235.32449687396,0,1,-21.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
185,1.0,0.0204604042855866,0.117214878901748,0.0149464371535177,-20.03,-34.61,-0.0489,3.51,4.76,0.2411,0.2419,0.0,0.0,3.4104,0.9863,0.2443,0.1253,0.0018,-0.0045,3.3575,0.9863,2.36027777777778,2.36027777777778,1.03587962962963,1.03587962962963,0.436569532069627,25.2857142857143,98.189,84.077,98.109550448,42,0,-0.044280075595161,-0.0625097228447045,0.0625097228447045,0.044280075595161,1.0,1.57142857142857,1.85714285714286,14.1156324923427,9.91113033878969,2.05398777626942,-2.15052687200399,2.21491784889625,-1.99410127675499,4.59067584636249,0.385092842008979,1.68561616332044,2.12291794995937,42.0,5.11288417512236,5.11288417512236,5.11288417512236,3.39384685011735,3.39384685011735,3.39384685011735,2.74318215649199,2.74318215649199,1.89384685011735,1.89384685011735,1.30671282224753,1.30671282224753,0.0,47.1972525729723,5.14285714285714,2.34375,1.5,45.92307256068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0278453143207,5.91790604616139,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,39.0278453143207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,39.0278453143207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.1041081146301,0.0,0.0,6.92373719969062,0.0,0.0,0.0,0.0,0.0,0.0,1.03587962962963,0.0,7.43717592592593,2.36027777777778,0.0,1.0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.5866,32.249,0,0,0,0,0,0,0,0,0,8,0.11,110.0,0,1.75813197586766,0.567199453875374,171.0031713202,960.807942013083,0,1,-32.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
186,1.0,3.03678338089306,3.22605339345723,1.28916056376815,-40.94,-64.75,-0.0799,7.18,-0.05,0.6813,0.8931,0.2777,0.7508,5.3732,1.1018,0.5651,1.5483,0.3187,0.745,5.2964,1.1018,10.902962962963,10.902962962963,0.229166666666667,0.229166666666667,0.514848061219276,29.0,127.187,114.083,127.099714036,52,0,0.222329403597518,-0.355874914782039,0.355874914782039,0.222329403597518,1.55555555555556,2.33333333333333,3.11111111111111,16.1496123718859,10.0622912497109,2.13559767663873,-2.03071239576555,2.09669848903496,-2.26466633543802,5.77833247312371,-0.123646550237724,1.98733250193465,2.41458540278069,111.48377837619,6.69023444431199,5.81402568439968,5.81402568439968,4.30453045264031,3.58195123007351,3.58195123007351,2.68785695147974,2.68785695147974,1.81072850212992,1.81072850212992,1.09243715776256,1.09243715776256,-0.53,129.176612625753,6.58806375442739,2.85256664559404,1.69890235624718,55.6344568443318,5.31678860400633,0.0,0.0,5.90717972935151,0.0,0.0,4.79453718407182,0.0,0.0,0.0,13.3445588226166,12.841643245852,12.462662452074,0.0,4.79453718407182,5.90717972935151,0.0,5.31678860400633,5.91790604616139,26.1862020684687,6.54475640591258,0.0,0.0,0.0,5.31678860400633,0.0,0.0,0.0,12.4519361352641,4.79453718407182,5.91790604616139,26.1862020684687,0.0,0.0,0.0,0.0,29.1,0.0,4.79453718407182,0.0,11.8250857755129,0.0,19.3863996517646,6.4208216229260096,0.0,6.92373719969062,5.31678860400633,0.0,0.0,0.0,10.902962962963,2.85532407407407,0.0,0.472222222222222,0.0,3.40458333333333,2.86490740740741,0.0,0.857142857142857,9,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0.9226,36.0247,1,1,0,0,0,0,0,0,0,9,0.18,194.0,0,2.02669076286332,0.569489777755009,219.861220268828,1235.32449687396,0,1,-11.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
