,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_benzene,RDKIT_fr_bicyclic,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s ,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_misc,BASE_Category_vinyl
94,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,0.026,1.5734731065476,1.78686792705227,0.442789825654336,-15.07,-29.5,-0.0484,2.64,1.67,0.9367,0.946,0.0,0.6104,6.9829,1.6098,0.9695,0.9104,0.0044,0.5448,6.9751,1.6098,5.66361111111111,5.66361111111111,0.721029856386999,0.721029856386999,0.659351375970738,16.2857142857143,188.27,172.142,188.120115132,74,0,0.0716513117271828,-0.376462818832489,0.376462818832489,0.0716513117271828,1.07142857142857,1.78571428571429,2.5,16.4738795648503,10.1068391433292,2.09013962507688,-2.09133930635492,2.17653108179584,-2.05086980987016,5.1287665499906,0.0905405161518216,2.72363458108045,1.67875446512016,281.363689534748,9.63998191261782,8.35547756872706,8.35547756872706,6.94948974278318,5.21616204795851,5.21616204795851,3.809561384216,3.809561384216,2.57060565226264,2.57060565226264,1.72733705554645,1.72733705554645,-1.08,3344.6232655668,9.47406922975294,4.96501785624466,2.7081163207045,85.4041089640666,4.73686295380005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4838755559758,24.3230007837104,0.0,13.2137639290258,4.73686295380005,0.0,0.0,0.0,5.91790604616139,19.4485252103649,6.60688196451292,48.0473270476728,0.0,0.0,0.0,0.0,0.0,0.0,6.60688196451292,11.343744918313,5.91790604616139,18.405094737549,42.4838755559758,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,19.1316699751872,18.405094737549,0.0,6.06636706846161,36.4175084875142,4.73686295380005,5.66361111111111,0.0,0.0,0.0,1.26245937263794,0.721029856386999,10.3430769715294,6.87169343663391,1.63812925170068,0.0,0.384615384615385,14,0,1,1,0,1,1,0,1,1,0,1,4,0,0,0,2,3.1694,57.962,0,0,0,2,1,0,0,1,0,7,0.56,531.0,0,3.31357107338892,0.271638472327163,342.006342640399,1921.61588402617,0,0,-68.5,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
95,1.33,-0.04,-0.49,1.02,3.12,0.16,0.47,7.58,0.025,1.66870322462876,1.96527805071782,0.441679770415068,-16.9,-32.51,-0.0524,2.96,0.39,0.9681,0.7788,0.0,0.7214,6.8886,1.4689,0.9427,0.926,0.0037,0.5159,6.4079,1.4689,5.72648148148148,5.72648148148148,0.416857520786092,0.416857520786092,0.640073554563671,16.6153846153846,174.243,160.131,174.104465068,68,0,0.0720461072923307,-0.372900336817739,0.372900336817739,0.0720461072923307,1.07692307692308,1.76923076923077,2.46153846153846,16.4859182906438,10.208192330965,2.09071357647807,-2.10047069460593,2.14781808325357,-2.06883584688124,5.1310216880735,0.0495308998227323,2.68895133158071,1.79547522056177,268.435767757286,8.93287513143128,7.64837078754052,7.64837078754052,6.44948974278318,4.75494088329535,4.75494088329535,3.36142030312777,3.36142030312777,2.29314253917879,2.29314253917879,1.51663089002708,1.51663089002708,-1.08,2054.35881732766,8.51523238984367,4.23994141562082,2.42722525913047,79.03916684967,4.73686295380005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4838755559758,18.405094737549,0.0,12.7108483522612,4.73686295380005,0.0,0.0,0.0,0.0,25.5524915981132,0.0,48.0473270476728,0.0,0.0,0.0,0.0,0.0,0.0,6.1039663877483,11.343744918313,0.0,18.405094737549,42.4838755559758,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.1039663877483,19.4485252103649,5.563451491697,0.0,18.1991012053848,24.284774350591,4.73686295380005,5.72648148148148,0.0,0.0,0.0,1.2587037037037,0.0,10.3219912131519,6.949582860922151,0.743240740740741,0.0,0.333333333333333,13,0,1,1,0,1,1,0,1,1,0,1,3,0,0,0,2,2.9218,53.393,0,0,0,0,1,0,0,1,0,7,0.53,426.0,0,3.03894646143442,0.202229397147046,317.577318166085,1784.35760659573,0,0,-59.6,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
98,1.33,-0.04,-0.49,1.02,3.12,0.16,0.47,7.58,0.125,0.29127728362419,0.444236728834786,0.084803867677895,-17.84,-29.47,-0.039,3.13,0.55,0.3277,0.2685,0.0,0.0826,2.5605,0.6615,0.3264,0.2325,0.0,0.086,2.3094,0.6615,2.23611111111111,2.23611111111111,1.31944444444444,1.31944444444444,0.379082427748587,20.8,68.119,60.055,68.062600256,28,0,-0.0347785626624406,-0.0885278779288748,0.0885278779288748,0.0347785626624406,1.0,1.6,1.8,13.9089558299481,10.3687215984252,1.84383773440477,-1.68666067567179,2.04551230781664,-1.49714618909189,4.87629277065171,0.929351271687767,1.7604950297662,2.32385086902408,38.0,3.53553390593274,3.27602088193889,3.27602088193889,2.5,2.14982991426106,2.14982991426106,1.40230818057393,1.40230818057393,0.908248290463863,0.908248290463863,0.58925565098879,0.58925565098879,-0.26,22.8864353869606,2.95097046413502,1.24972956613078,0.503980131389201,32.5035852997025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1520402136678,19.262464868778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,0.0,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7265,22.991,0,0,0,2,0,0,0,0,0,7,0.0,56.0,0,1.38765077164904,0.333531159465533,122.145122371571,686.291387152202,0,0,-54.2,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
100,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.048,0.29127728362419,0.444236728834786,0.084803867677895,0.0,0.0,0.0,0.0,0.0,0.3277,0.2685,0.0,0.0826,2.5605,0.6615,0.3264,0.2325,0.0,0.086,2.3094,0.6615,2.23611111111111,2.23611111111111,1.31944444444444,1.31944444444444,0.379082427748587,20.8,68.119,60.055,68.062600256,28,0,-0.0347785626624406,-0.0885278779288748,0.0885278779288748,0.0347785626624406,1.0,1.6,1.8,13.9089558299481,10.3687215984252,1.84383773440477,-1.68666067567179,2.04551230781664,-1.49714618909189,4.87629277065171,0.929351271687767,1.7604950297662,2.32385086902408,38.0,3.53553390593274,3.27602088193889,3.27602088193889,2.5,2.14982991426106,2.14982991426106,1.40230818057393,1.40230818057393,0.908248290463863,0.908248290463863,0.58925565098879,0.58925565098879,-0.26,22.8864353869606,2.95097046413502,1.24972956613078,0.503980131389201,32.5035852997025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1520402136678,19.262464868778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,0.0,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7265,22.991,0,0,0,2,0,0,0,0,0,7,0.0,56.0,0,1.38765064484362,0.333531537813269,122.145122371571,686.291387152202,0,0,-77.4,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
101,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.048,0.230819662672871,0.247758251275001,0.092438153390906,0.0,0.0,0.0,0.0,0.0,0.3763,0.2707,0.0,0.0831,3.0373,0.8024,0.3901,0.2738,0.0012,0.096,2.9784,0.8024,2.26736111111111,2.26736111111111,1.31944444444444,1.31944444444444,0.392513412627164,21.3333333333333,82.146,72.066,82.07825032,34,0,-0.0350625096766017,-0.0885390926211166,0.0885390926211166,0.0350625096766017,0.833333333333333,1.33333333333333,1.5,13.9309494794636,10.0949756001711,1.86640534964465,-1.97004210584696,2.06668671087013,-1.7693260179126,4.84837845808237,0.730057747823692,1.71997309402198,2.25514472082107,45.0586500259616,4.24264068711929,3.98312766312544,3.98312766312544,3.0,2.64982991426106,2.64982991426106,1.75586157116721,1.75586157116721,1.15824829046386,1.15824829046386,0.760079655385845,0.760079655385845,-0.26,34.3994618804395,3.91421602787457,2.01232332552295,0.852214546734816,38.868527414099105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1520402136678,25.683286491704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704,0.0,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.666666666666667,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1166,27.608,0,0,0,2,0,0,0,0,0,8,0.0,84.0,0,1.59144824967566,0.3289275149272,146.574146845885,823.549664582643,0,0,-17.0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
112,0.71,-0.33,-0.28,0.96,3.31,0.36,0.23,4.33,0.0,1.95600703068241,1.80777956210792,0.718752155115382,-15.01,-26.34,-0.038,2.63,1.37,0.1806,0.3436,0.0,0.3637,2.1877,0.6223,0.2954,0.5624,0.0015,0.4694,2.5916,0.6223,4.94444444444445,4.94444444444445,1.0,1.0,0.410937601049349,24.0,72.107,64.043,72.057514876,30,0,0.0466381698498417,-0.381449381962718,0.381449381962718,0.0466381698498417,1.0,1.6,1.8,16.4780808534782,10.3935840452389,1.94274708768577,-1.76402578185699,1.97825977346361,-1.74302670260995,4.43175190107121,0.19783349261359,1.7604950297662,2.08333333333333,15.2192809488736,3.53553390593274,3.23667541521005,3.23667541521005,2.5,2.07735026918963,2.07735026918963,1.31947921688234,1.31947921688234,0.827350269189626,0.827350269189626,0.510310363079829,0.510310363079829,-0.04,22.8864353869606,3.16161290322581,1.4103121748179,0.618363683662851,31.941791446997,4.73686295380005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,4.73686295380005,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2137639290258,4.73686295380005,0.0,12.841643245852,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.2137639290258,12.841643245852,0.0,0.0,0.0,4.73686295380005,4.94444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.55555555555556,2.0,0.0,1.0,5,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.7968,20.053,0,0,0,0,0,0,0,1,0,7,0.0,56.0,0,1.35948765721482,0.509340757980722,122.145122371571,686.291387152202,0,0,-87.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
115,1.07,0.17,-0.33,1.01,0.57,0.12,0.6,2.3,0.0,2.57142081705226,2.34416699606229,1.06656114486224,-19.14,-33.91,-0.0495,3.36,2.71,0.2384,0.546,0.0,0.5989,3.117,0.8219,0.2973,0.8146,0.006,0.6294,3.1503,0.8219,4.97222222222222,4.97222222222222,0.5,0.5,0.449491698013054,24.0,102.133,92.053,102.06807956,42,0,0.146201557814616,-0.355430163336934,0.355430163336934,0.146201557814616,0.857142857142857,1.42857142857143,2.0,16.6598402807547,10.3419293940804,1.94101807195273,-1.92938167575551,1.95523184130561,-1.93389869506821,4.38242948478522,-0.0317631009327816,1.90239186465743,2.04166666666667,25.6933284343696,4.94974746830583,4.35203048686046,4.35203048686046,3.5,2.65470053837925,2.65470053837925,1.64145449231203,1.64145449231203,0.994016935856292,0.994016935856292,0.5850249857605,0.5850249857605,-0.08,58.9741478043802,5.0645086705202305,2.99253834073975,1.89968525510375,43.4202787909005,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,12.841643245852,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,12.841643245852,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,26.0554071748779,0.0,0.0,0.0,0.0,9.4737259076001,9.94444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.30555555555556,2.25,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7709,26.005,0,0,0,0,0,0,0,2,0,9,0.0,120.0,0,1.65769031209392,0.389945124564164,171.0031713202,960.807942013083,0,0,-39.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
116,1.82442,0.34095,-0.50577,0.92031,0.82692,0.06113,0.7713,10.36,0.0,2.57142081705226,2.34416699606229,1.06656114486224,-20.58,-35.35,-0.0496,3.61,2.29,0.2384,0.546,0.0,0.5989,3.117,0.8219,0.2973,0.8146,0.006,0.6294,3.1503,0.8219,4.97222222222222,4.97222222222222,0.5,0.5,0.449491698013054,24.0,102.133,92.053,102.06807956,42,0,0.146201557814616,-0.355430163336934,0.355430163336934,0.146201557814616,0.857142857142857,1.42857142857143,2.0,16.6598402807547,10.3419293940804,1.94101807195273,-1.92938167575551,1.95523184130561,-1.93389869506821,4.38242948478522,-0.0317631009327816,1.90239186465743,2.04166666666667,25.6933284343696,4.94974746830583,4.35203048686046,4.35203048686046,3.5,2.65470053837925,2.65470053837925,1.64145449231203,1.64145449231203,0.994016935856292,0.994016935856292,0.5850249857605,0.5850249857605,-0.08,58.9741478043802,5.0645086705202305,2.99253834073975,1.89968525510375,43.4202787909005,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,12.841643245852,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,12.841643245852,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,26.0554071748779,0.0,0.0,0.0,0.0,9.4737259076001,9.94444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.30555555555556,2.25,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7709,26.005,0,0,0,0,0,0,0,2,0,9,0.0,120.0,0,1.66908751771289,0.389945146647063,171.0031713202,960.807942013083,0,0,-43.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
117,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,0.0,2.57142081705226,2.34416699606229,1.06656114486224,-17.46,-31.73,-0.0479,3.06,2.08,0.2384,0.546,0.0,0.5989,3.117,0.8219,0.2973,0.8146,0.006,0.6294,3.1503,0.8219,4.97222222222222,4.97222222222222,0.5,0.5,0.449491698013054,24.0,102.133,92.053,102.06807956,42,0,0.146201557814616,-0.355430163336934,0.355430163336934,0.146201557814616,0.857142857142857,1.42857142857143,2.0,16.6598402807547,10.3419293940804,1.94101807195273,-1.92938167575551,1.95523184130561,-1.93389869506821,4.38242948478522,-0.0317631009327816,1.90239186465743,2.04166666666667,25.6933284343696,4.94974746830583,4.35203048686046,4.35203048686046,3.5,2.65470053837925,2.65470053837925,1.64145449231203,1.64145449231203,0.994016935856292,0.994016935856292,0.5850249857605,0.5850249857605,-0.08,58.9741478043802,5.0645086705202305,2.99253834073975,1.89968525510375,43.4202787909005,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,12.841643245852,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,12.841643245852,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,26.0554071748779,0.0,0.0,0.0,0.0,9.4737259076001,9.94444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.30555555555556,2.25,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7709,26.005,0,0,0,0,0,0,0,2,0,9,0.0,120.0,0,1.66985318880378,0.389945154866355,171.0031713202,960.807942013083,0,0,-48.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
119,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.0,2.57142081705226,2.34416699606229,1.06656114486224,0.0,0.0,0.0,0.0,0.0,0.2384,0.546,0.0,0.5989,3.117,0.8219,0.2973,0.8146,0.006,0.6294,3.1503,0.8219,4.97222222222222,4.97222222222222,0.5,0.5,0.449491698013054,24.0,102.133,92.053,102.06807956,42,0,0.146201557814616,-0.355430163336934,0.355430163336934,0.146201557814616,0.857142857142857,1.42857142857143,2.0,16.6598402807547,10.3419293940804,1.94101807195273,-1.92938167575551,1.95523184130561,-1.93389869506821,4.38242948478522,-0.0317631009327816,1.90239186465743,2.04166666666667,25.6933284343696,4.94974746830583,4.35203048686046,4.35203048686046,3.5,2.65470053837925,2.65470053837925,1.64145449231203,1.64145449231203,0.994016935856292,0.994016935856292,0.5850249857605,0.5850249857605,-0.08,58.9741478043802,5.0645086705202305,2.99253834073975,1.89968525510375,43.4202787909005,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,12.841643245852,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,12.841643245852,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,26.0554071748779,0.0,0.0,0.0,0.0,9.4737259076001,9.94444444444445,0.0,0.0,0.0,0.0,0.0,0.0,2.30555555555556,2.25,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7709,26.005,0,0,0,0,0,0,0,2,0,9,0.0,120.0,0,1.66985381132042,0.354753337323001,171.0031713202,960.807942013083,0,0,-26.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
127,-0.02,2.01,0.33,0.99,9.25,-0.07,1.86,36.91,0.077,1.13965336867789,1.06926371922708,0.451150381511303,0.0,0.0,0.0,0.0,0.0,0.2035,0.5427,0.0,0.5902,1.9843,0.5401,0.2964,0.6291,0.0013,0.5902,1.9666,0.5401,4.72222222222222,4.72222222222222,0.5,0.5,0.402085848686146,24.0,74.079,68.031,74.036779432,30,0,0.146439432419103,-0.353035350574971,0.353035350574971,0.146439432419103,1.0,1.6,1.8,16.6986094384975,10.8183236748121,1.9337160677128,-1.75645618030273,1.85400596464122,-1.78516523995288,4.28405099282409,0.0691931663295815,1.7604950297662,2.08333333333333,16.4643934467102,3.53553390593274,2.93781692448737,2.93781692448737,2.5,1.65470053837925,1.65470053837925,0.934347711125484,0.934347711125484,0.538675134594813,0.538675134594813,0.294627825494395,0.294627825494395,-0.08,22.8864353869606,3.12325203252033,1.38077070526803,0.596977989292088,30.6903945621073,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2137639290258,9.4737259076001,0.0,0.0,0.0,0.0,0.0,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,13.2137639290258,0.0,0.0,0.0,0.0,9.4737259076001,9.44444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05555555555556,0.0,1.0,5,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,-0.0092999999999999,16.771,0,0,0,0,0,0,0,2,0,7,0.0,56.0,0,1.29897577600628,0.440327699248562,122.145122371571,686.291387152202,0,0,-78.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
129,1.07,0.17,-0.33,1.01,0.57,0.12,0.6,2.3,0.0,1.13965336867789,1.06926371922708,0.451150381511303,-19.59,-34.89,-0.0514,3.43,2.79,0.2035,0.5427,0.0,0.5902,1.9843,0.5401,0.2964,0.6291,0.0013,0.5902,1.9666,0.5401,4.72222222222222,4.72222222222222,0.5,0.5,0.402085848686146,24.0,74.079,68.031,74.036779432,30,0,0.146439432419103,-0.353035350574971,0.353035350574971,0.146439432419103,1.0,1.6,1.8,16.6986094384975,10.8183236748121,1.9337160677128,-1.75645618030273,1.85400596464122,-1.78516523995288,4.28405099282409,0.0691931663295815,1.7604950297662,2.08333333333333,16.4643934467102,3.53553390593274,2.93781692448737,2.93781692448737,2.5,1.65470053837925,1.65470053837925,0.934347711125484,0.934347711125484,0.538675134594813,0.538675134594813,0.294627825494395,0.294627825494395,-0.08,22.8864353869606,3.12325203252033,1.38077070526803,0.596977989292088,30.6903945621073,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2137639290258,9.4737259076001,0.0,0.0,0.0,0.0,0.0,20.0067062351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0067062351257,9.4737259076001,0.0,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.79294230609983,13.2137639290258,0.0,0.0,0.0,0.0,9.4737259076001,9.44444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05555555555556,0.0,1.0,5,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,-0.0092999999999999,16.771,0,0,0,0,0,0,0,2,0,7,0.0,56.0,0,1.29897582475904,0.440328235080932,122.145122371571,686.291387152202,0,0,-59.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
