,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_benzene,RDKIT_fr_bicyclic,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s ,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_misc,BASE_Category_vinyl
179,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.047,3.44235939688048,2.93936576467244,1.19094410362255,0.0,0.0,0.0,0.0,0.0,0.2791,1.3747,0.0,0.5638,6.1099,1.4834,0.3052,1.228,0.0312,0.5914,5.6943,1.4834,11.1861111111111,11.1861111111111,0.0150925925925924,-0.0150925925925924,0.56464108505184,31.5,170.252,152.108,170.130679816,70,0,0.305835497596937,-0.462082301882629,0.462082301882629,0.305835497596937,1.41666666666667,2.08333333333333,2.66666666666667,16.5437565344601,9.96954505574824,2.2384284846972,-2.17689904435393,2.23146546467737,-2.20575127171738,5.69626444639887,-0.149936560713639,2.10554673089924,2.52244050895832,163.221514570637,9.1378282015047,8.16986773205625,8.16986773205625,5.59222415287502,4.78763295374645,4.78763295374645,4.15897435447643,4.15897435447643,2.48550274116389,2.48550274116389,1.58065483348748,1.58065483348748,-0.53,446.37590695064,9.5571839581517,3.92343093728964,2.50454939506579,74.2929662334204,4.73686295380005,6.1039663877483,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,20.7712115990719,24.6774553381748,6.4208216229260096,0.0,9.53140013787187,5.96930528795185,0.0,0.0,11.8358120923228,46.1376428555982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0732716757002,9.53140013787187,11.8358120923228,40.0336764678499,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,12.0732716757002,18.2566337152488,12.841643245852,0.0,0.0,0.0,20.7712115990719,4.73686295380005,5.30421296296296,0.0,11.1861111111111,0.0,0.0,0.943703703703703,0.0,2.90740740740741,6.32523148148148,0.0,0.9,12,0,2,0,1,1,0,0,0,2,0,2,1,0,1,1,1,2.3742,47.733,1,1,0,0,0,0,1,1,1,9,0.36,353.0,0,2.45362338896273,0.376489263583332,293.148293691771,1647.09932916529,0,2,-27.4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
181,1.31,0.35,-0.5,1.0,0.47,0.13,0.48,5.57,0.061,4.87090033436998,4.00423924827709,1.63343866163704,0.0,0.0,0.0,0.0,0.0,0.3462,1.2897,0.0,0.3741,4.1539,0.9198,0.3896,1.4193,-0.0009,0.6108,4.1293,0.9198,10.45125,10.45125,0.0381944444444442,-0.0381944444444442,0.440681144620541,29.625,114.144,104.064,114.06807956,46,0,0.305546304436605,-0.462658421973494,0.462658421973494,0.305546304436605,1.75,2.5,2.875,16.5434653052867,10.1202027360636,2.14194679675635,-2.16730407469492,2.11637395532943,-2.19364073831836,5.69585211092746,-0.151928194141501,1.6423714487439,2.33635608302901,98.7016576673415,5.98312766312544,5.01516719367699,5.01516719367699,3.7876937002347,2.98310250110614,2.98310250110614,2.19270534084004,2.19270534084004,1.32418156984996,1.32418156984996,0.876100360413065,0.876100360413065,-0.53,64.0524865010122,5.6038688085676,2.15863381165889,1.21871572430696,48.833197775834,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,0.0,19.7653804455426,6.4208216229260096,6.1039663877483,9.53140013787187,5.96930528795185,0.0,0.0,0.0,32.290168456217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0732716757002,9.53140013787187,0.0,26.1862020684687,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,12.0732716757002,6.4208216229260096,12.841643245852,0.0,0.0,6.92373719969062,0.0,4.73686295380005,4.84722222222222,0.0,10.45125,0.0,0.0,-0.0381944444444442,0.0,2.81208333333333,1.92763888888889,0.0,0.833333333333333,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.102,29.405,1,1,0,0,0,0,1,1,1,8,0.2,146.0,0,1.90382062258329,0.325999268792052,195.432195794514,1098.06621944352,0,1,-41.2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
188,1.82,0.34,-0.51,0.92,0.83,0.06,0.78,10.7,0.0,3.01950436051829,2.92145941803601,1.16928071625952,-19.81,-34.34,-0.0488,3.47,2.16,0.2813,0.65,0.0,0.5242,3.6182,0.9628,0.2807,0.7008,0.003,0.6559,3.5463,0.9628,5.18055555555556,5.18055555555556,0.400462962962963,0.400462962962963,0.47251481251435,31.875,116.16,104.064,116.083729624,48,0,0.146565152139345,-0.355414194861051,0.355414194861051,0.146565152139345,1.5,2.375,3.25,16.6651801994043,10.2180450134201,2.04451725778579,-2.04064873147142,2.04941131448261,-2.04858852880116,4.50429382814831,-0.0611810568317849,1.94087845747224,2.1659635854874,55.54887502163471,5.81999095630891,5.22227397486354,5.22227397486354,3.89384685011735,3.08732622383344,3.08732622383344,2.14561183004242,2.14561183004242,1.33521805656105,1.33521805656105,0.779378209555691,0.779378209555691,-0.08,85.3986521287788,6.04626262626263,3.04803394397635,1.80103521084277,49.7852209052971,9.4737259076001,6.79294230609983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,6.60688196451292,6.1039663877483,9.4737259076001,0.0,0.0,0.0,0.0,25.8693468332909,13.3998242706127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.503790658361,9.4737259076001,0.0,19.7653804455426,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,12.8969086938481,19.4485252103649,0.0,0.0,0.0,6.92373719969062,9.4737259076001,10.2231944444444,0.0,0.0,0.0,0.0,0.0,0.0,2.67939814814815,3.43074074074074,0.0,1.0,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.1594,30.6,0,0,0,0,0,0,0,2,0,9,0.1,158.0,0,1.78754590626823,0.314115816209006,195.432195794514,1098.06621944352,0,1,-38.8,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
189,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.051,2.46658292440238,3.65447047226578,0.38765536642246,0.0,0.0,0.0,0.0,0.0,1.153,1.229,0.0,0.4776,6.2669,1.2929,1.429,1.1436,-0.0274,0.4011,6.8677,1.2929,5.09532407407407,5.09532407407407,0.756944444444444,0.756944444444444,0.523498996382069,29.8888888888889,178.347,168.267,177.99446332,52,0,0.104007972789038,-0.10779395157765,0.10779395157765,0.104007972789038,1.66666666666667,2.44444444444444,3.22222222222222,32.2347937433215,10.2641833635261,2.10381478162307,-2.02286067721522,2.28860362930273,-1.93209807431589,8.46941094326799,0.79961964189628,1.93019448991054,2.37372872882703,110.870600324103,6.69023444431199,5.42341548414086,7.87290522692404,4.2876937002347,3.12234839033961,5.39584805171186,2.16915858544123,5.90652212501978,1.27231068853166,4.11579055631767,0.783505611460417,3.63199124880281,0.79,119.672058374453,7.89214504596527,3.83739212728258,2.9154178833574,70.1631307442187,0.0,3.52863128639319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5237698987822,19.1416106427373,18.5944968525988,5.24993802998217,0.0,0.0,39.2702746282221,0.0,0.0,0.0,25.0153184755248,5.75285360674679,0.0,0.0,0.0,0.0,0.0,0.0,35.7416433418289,14.5314229231221,0.0,0.0,19.7653804455426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77856931637536,18.5944968525988,0.0,23.5237698987822,6.92373719969062,12.2178734430467,1.13888888888889,8.78888888888889,0.0,0.756944444444444,0.0,1.23231481481481,0.0,2.66347222222222,2.25282407407407,0.0,0.833333333333333,9,0,0,0,1,1,0,0,0,3,0,3,0,0,1,1,1,2.92,51.343,0,0,0,0,0,0,0,0,0,9,0.18,192.0,0,2.23964481213415,0.305648339815008,219.861220268828,1235.32449687396,0,1,8.65,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
190,1.11,1.36,-0.6,1.01,0.39,0.19,0.54,4.8,0.0,3.81770190245273,3.85761566318938,1.17964835199306,-16.48,-28.93,-0.0418,2.89,2.98,0.6337,0.6811,0.0,0.4922,4.0894,1.0246,0.6966,0.9644,0.0073,0.5194,4.7117,1.0246,10.757037037037,10.757037037037,0.327546296296296,0.327546296296296,0.495947407045133,30.625,130.212,120.132,130.04523594,46,0,0.19123999256985,-0.286924660373609,0.286924660373609,0.19123999256985,1.75,2.5,2.875,32.1665722786456,10.0882202020824,2.16539142983461,-2.13371163188128,2.22629131501716,-2.12043515735134,8.13247890353626,-0.113890361029571,1.76817721530599,2.39271357787093,100.701657667341,5.98312766312544,5.01516719367699,5.83166377460472,3.80453045264031,2.97119711930698,3.95679567896047,2.21077340173688,3.31006575385774,1.42816431253192,2.60785031628527,0.82239059522545,1.7369482197828,0.0199999999999999,72.4952658275456,6.14468827930175,2.53393022338556,1.2492252001805,53.8427625716924,0.0,0.0,5.11527693018572,0.0,0.0,0.0,4.79453718407182,0.0,0.0,0.0,18.6856221490817,12.841643245852,11.6707596529082,0.0,4.79453718407182,16.8771618795768,0.0,0.0,5.91790604616139,19.7653804455426,5.75285360674679,0.0,0.0,0.0,0.0,0.0,0.0,11.7618849493911,10.8681305369325,4.79453718407182,5.91790604616139,19.7653804455426,0.0,0.0,0.0,0.0,17.07,0.0,4.79453718407182,0.0,0.0,11.0331829763471,12.1736752296728,18.1827065723171,0.0,6.92373719969062,0.0,0.0,0.0,1.48726851851852,10.757037037037,0.385416666666667,0.0,1.37236111111111,0.0,2.32282407407407,2.00842592592593,0.0,0.833333333333333,8,0,1,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.6761,35.863,1,1,0,0,0,0,0,0,0,8,0.2,143.0,0,1.92709670220599,0.317198068169811,195.432195794514,1098.06621944352,0,1,-26.2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
197,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,0.0,1.6361637751152,1.61551145589768,0.808352852437468,-15.78,-29.26,-0.0452,2.77,1.79,0.6939,0.7581,0.0,0.5777,5.7577,1.3748,0.5597,0.7444,0.0086,0.6498,5.0967,1.3748,5.64462962962963,5.64462962962963,0.0121296296296293,0.0121296296296293,0.516368678399745,40.08333333333329,168.236,152.108,168.115029752,68,0,0.155307867831086,-0.347015452061878,0.347015452061878,0.155307867831086,1.0,1.5,2.0,16.7310917117287,10.0076087282293,2.32227819448001,-2.16224089560022,2.26857793712187,-2.22262177207464,4.89822346685683,-0.0517000173791967,2.31664442034864,1.97896017421303,158.677392855275,8.38890505706126,7.53167505162205,7.53167505162205,5.86017334530614,4.819819139293809,4.819819139293809,3.54280353290244,3.54280353290244,2.54990280709485,2.54990280709485,1.96419152672604,1.96419152672604,-0.34,824.725413644117,8.26695452083786,3.58394604900784,1.69727524133413,73.5495551771701,9.4737259076001,0.0,6.29002672933521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1520402136678,32.6070236913947,0.0,12.2079327754966,9.4737259076001,0.0,0.0,0.0,0.0,51.1049831962265,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,18.4979595048318,9.4737259076001,0.0,32.6070236913947,12.1520402136678,0.0,0.0,0.0,18.46,0.0,0.0,0.0,6.29002672933521,12.2079327754966,25.683286491704,0.0,0.0,6.92373719969062,12.1520402136678,9.4737259076001,11.2892592592593,0.0,0.0,0.0,0.0,0.0,0.0,9.7262962962963,1.98444444444444,0.0,0.8,12,0,2,1,1,2,0,0,0,2,0,2,0,0,1,1,2,2.2466,46.816,0,0,0,2,0,1,0,2,0,10,0.29,334.0,2,2.41989469748747,0.315070194309812,293.148293691771,1647.09932916529,0,2,-11.3,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
200,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,0.0,1.58109189506686,1.6911926542033,0.7202451408453,-15.78,-29.26,-0.0452,2.77,1.79,0.6939,0.7581,0.0,0.5777,5.7577,1.3748,0.5597,0.7444,0.0086,0.6498,5.0967,1.3748,5.64462962962963,5.64462962962963,0.0121296296296293,0.0121296296296293,0.516368678399745,44.58333333333329,168.236,152.108,168.115029752,68,0,0.155307867831086,-0.347015452061878,0.347015452061878,0.155307867831086,1.0,1.5,2.0,16.7310917117287,10.0076087282293,2.32227819448001,-2.16224089560022,2.26857793712187,-2.22262177207464,4.89822346685683,-0.0517000173791967,2.31664442034864,1.97896017421303,158.677392855275,8.38890505706126,7.53167505162205,7.53167505162205,5.86017334530614,4.819819139293809,4.819819139293809,3.54280353290244,3.54280353290244,2.54990280709485,2.54990280709485,1.96419152672604,1.96419152672604,-0.34,824.725413644117,8.26695452083786,3.58394604900784,1.69727524133413,73.5495551771701,9.4737259076001,0.0,6.29002672933521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1520402136678,32.6070236913947,0.0,12.2079327754966,9.4737259076001,0.0,0.0,0.0,0.0,51.1049831962265,0.0,12.1520402136678,0.0,0.0,0.0,0.0,0.0,0.0,18.4979595048318,9.4737259076001,0.0,32.6070236913947,12.1520402136678,0.0,0.0,0.0,18.46,0.0,0.0,0.0,6.29002672933521,12.2079327754966,25.683286491704,0.0,0.0,6.92373719969062,12.1520402136678,9.4737259076001,11.2892592592593,0.0,0.0,0.0,0.0,0.0,0.0,9.7262962962963,1.98444444444444,0.0,0.8,12,0,2,1,1,2,0,0,0,2,0,2,0,0,1,1,2,2.2466,46.816,0,0,0,2,0,1,0,2,0,10,0.29,334.0,0,2.43512240288838,0.404973527941685,293.148293691771,1647.09932916529,0,3,-11.3,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
202,1.82442,0.34095,-0.50577,0.92031,0.82692,0.06113,0.7713,10.36,0.0,2.44440005299205,2.66066280900188,0.694782355506948,-19.78,-34.42,-0.0491,3.47,2.15,0.2307,0.5276,0.0,0.5873,3.6729,0.9628,0.238,0.7332,0.0044,0.6666,3.5615,0.9628,5.18055555555556,5.18055555555556,0.0254629629629628,0.0254629629629628,0.47251481251435,25.125,116.16,104.064,116.083729624,48,0,0.154283609179904,-0.352973147773063,0.352973147773063,0.154283609179904,1.125,1.625,2.125,16.6780229372871,10.3419293940804,2.04118225902911,-2.0652542624999,2.0294254882705,-2.09050576216723,4.43695224492216,-0.112346428843264,1.94087845747224,2.1659635854874,55.54887502163471,5.81999095630891,5.22227397486354,5.22227397486354,3.89384685011735,3.12610505917028,3.12610505917028,2.01631797063971,2.01631797063971,1.24379349181162,1.24379349181162,0.750830639591521,0.750830639591521,-0.08,85.3986521287788,6.04626262626263,3.04803394397635,1.80103521084277,49.7852209052971,9.4737259076001,0.0,6.29002672933521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,26.0554071748779,13.2137639290258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.503790658361,9.4737259076001,0.0,19.7653804455426,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,6.29002672933521,0.0,26.0554071748779,0.0,0.0,6.92373719969062,0.0,9.4737259076001,10.3611111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.31185185185185,3.6603703703703694,0.0,1.0,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.1594,30.6,0,0,0,0,0,0,0,2,0,9,0.1,158.0,0,1.83892123203873,0.31458363199498,195.432195794514,1098.06621944352,0,1,-37.2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
203,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,0.0,2.44331911937502,2.65317318373942,0.694967460494496,0.0,0.0,0.0,0.0,0.0,0.2307,0.5276,0.0,0.5873,3.6729,0.9628,0.238,0.7332,0.0044,0.6666,3.5615,0.9628,5.18055555555556,5.18055555555556,0.0254629629629628,0.0254629629629628,0.47251481251435,25.125,116.16,104.064,116.083729624,48,0,0.154283609179904,-0.352973147773063,0.352973147773063,0.154283609179904,1.125,1.625,2.125,16.6780229372871,10.3419293940804,2.04118225902911,-2.0652542624999,2.0294254882705,-2.09050576216723,4.43695224492216,-0.112346428843264,1.94087845747224,2.1659635854874,55.54887502163471,5.81999095630891,5.22227397486354,5.22227397486354,3.89384685011735,3.12610505917028,3.12610505917028,2.01631797063971,2.01631797063971,1.24379349181162,1.24379349181162,0.750830639591521,0.750830639591521,-0.08,85.3986521287788,6.04626262626263,3.04803394397635,1.80103521084277,49.7852209052971,9.4737259076001,0.0,6.29002672933521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,13.2137639290258,0.0,9.4737259076001,0.0,0.0,0.0,0.0,26.0554071748779,13.2137639290258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.503790658361,9.4737259076001,0.0,19.7653804455426,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,6.29002672933521,0.0,26.0554071748779,0.0,0.0,6.92373719969062,0.0,9.4737259076001,10.3611111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.31185185185185,3.6603703703703694,0.0,1.0,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.1594,30.6,0,0,0,0,0,0,0,2,0,9,0.1,158.0,0,1.86155362679658,0.299487924034996,195.432195794514,1098.06621944352,0,1,-39.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
204,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.061,3.72480613735018,3.2687471808518,1.20961024289549,0.0,0.0,0.0,0.0,0.0,0.367,0.8195,0.0,0.828,3.4722,0.8376,0.4056,1.5366,0.0166,0.7102,3.9195,0.8376,10.4468518518519,10.4468518518519,0.253472222222222,-0.357638888888889,0.416057708306348,29.625,116.116,108.052,116.047344116,46,0,0.334537755768575,-0.461321096837521,0.461321096837521,0.334537755768575,1.625,2.375,2.75,16.609123687408,10.3803304740851,2.18030006485409,-2.16704677886836,1.9904782886713,-2.30880207408833,5.74063199815389,-0.168642346583577,1.76817721530599,2.39271357787093,99.8469046950681,5.98312766312544,4.71630870295431,4.71630870295431,3.80453045264031,2.58732622383344,2.58732622383344,1.68051664334487,1.68051664334487,1.02743273983972,1.02743273983972,0.552543522110617,0.552543522110617,-0.57,72.4952658275456,5.56458950201884,2.13200022715797,0.979577193158241,47.5818008909443,9.4737259076001,6.60688196451292,6.1039663877483,0.0,0.0,5.96930528795185,0.0,4.79453718407182,0.0,0.0,0.0,6.92373719969062,0.0,6.60688196451292,14.2682630916719,5.96930528795185,0.0,0.0,0.0,13.0277035874389,13.2137639290258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.287035604726,14.2682630916719,0.0,6.92373719969062,0.0,0.0,0.0,0.0,35.53,0.0,4.79453718407182,0.0,12.0732716757002,13.2137639290258,0.0,0.0,6.92373719969062,0.0,4.73686295380005,4.73686295380005,9.54166666666667,0.0,10.4468518518519,0.0,0.0,-0.253472222222222,0.0,-0.357638888888889,2.62259259259259,0.0,0.8,8,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,-0.0517,26.373,1,1,0,0,0,0,1,2,1,8,0.2,143.0,0,1.81307184177156,0.356696469633097,195.432195794514,1098.06621944352,0,1,-42.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
207,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,0.074,0.0281856291534316,0.0341915056487182,0.0100703742109903,0.0,0.0,0.0,0.0,0.0,0.8646,0.8171,0.0,0.6519,4.6177,1.2038,1.0917,1.3304,0.0023,0.7857,5.8596,1.2038,10.9399537037037,10.9399537037037,0.122314814814815,-0.144722222222222,0.556843059343754,34.6,176.262,168.198,175.996571496,56,0,0.202309743662399,-0.285924726774892,0.285924726774892,0.202309743662399,1.0,1.3,1.6,32.1728357853528,10.5034576452725,2.30080004037751,-2.18175207143499,2.31127150274348,-2.25659877748081,8.25145953414899,-0.113205880243452,1.84112707512171,2.6314357378173,158.586629740041,7.7236146391316,5.7876937002347,7.42068686209016,4.60906090528062,3.01995190928764,4.77925753179743,2.15823049822939,4.84858643551788,1.24971580946707,3.8550931767998096,0.636325076437786,2.5309836972415,0.0399999999999999,156.495801385346,8.1396015936255,2.96446489882387,1.5487903682191,68.1273946971014,0.0,0.0,0.0,10.2305538603714,0.0,0.0,9.58907436814364,0.0,0.0,0.0,23.5237698987822,13.8474743993812,0.0,10.4998760599643,9.58907436814364,33.7543237591537,0.0,0.0,0.0,24.3473504593456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5237698987822,20.7304299203358,9.58907436814364,0.0,13.8474743993812,0.0,0.0,0.0,0.0,34.14,0.0,9.58907436814364,0.0,20.7304299203358,0.0,23.5237698987822,0.0,13.8474743993812,0.0,0.0,0.0,0.0,2.2962962962963,21.8799074074074,-0.0448148148148146,0.0,0.0,0.0,0.0,3.53527777777778,0.0,0.666666666666667,10,0,2,0,1,1,0,0,0,4,0,4,0,0,1,1,1,1.2966,44.12,2,2,0,0,0,0,0,0,0,8,0.33,216.0,0,2.11821370581071,0.262905558984978,244.290244743142,1372.58277430441,0,2,-23.9,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
