,Train Error per Iteration (kcal/mol),Test Error per Iteration (kcal/mol),Train Avg MAE,Train STD MAE,Test Avg MAE,Test STD MAE
0,12.48320868565095,12.8637306306477,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
1,12.451578196261822,13.211469504659098,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
2,12.488180792011347,13.00167157863676,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
3,12.373937580326139,13.851296422293936,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
4,11.751965188887205,19.991660174573546,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
5,12.325112170136688,14.426753990179318,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
6,12.627746694268241,11.498271338993806,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
7,12.585282932851507,11.867490261080519,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
8,12.714648700931779,10.605978827872875,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
9,12.029910337756201,17.18335194624624,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
10,12.26295745259048,15.005969472678327,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
11,12.429978483726304,13.485825544723214,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
12,12.155576573405188,16.056151808617827,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
13,11.977542704176043,17.89247309008128,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
14,12.125156725831992,16.37520809136568,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
15,12.507968221014451,12.769351707656254,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
16,12.446078256717406,13.29005902249483,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
17,12.430114675176354,13.280693367962055,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
18,12.385823138154324,13.75827760486544,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
19,12.259747779765242,15.033892954460633,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
20,12.493316752775323,12.860462943203247,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
21,12.438391263673765,13.427086114487986,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
22,12.064373996833929,17.202994992522118,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
23,12.458508556843348,13.069426603288944,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
24,12.674860603839736,10.970240507073013,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
25,12.091561868132633,16.67752881658313,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
26,12.570462689958028,12.176295226086125,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
27,12.342094290140757,14.164827698920497,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
28,12.458651500458055,13.146709617636727,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
29,12.383278483841467,13.953311547678089,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
30,12.500246912891333,12.700267124465782,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
31,12.481871690092431,12.841180141327147,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
32,12.581101756138644,11.911552812933538,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
33,12.032207826051321,17.390627813266157,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
34,12.525890651262705,12.475429654392919,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
35,11.94092744333833,18.172863225944425,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
36,12.539073132011035,12.251732032005922,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
37,12.600064394414508,12.134542793184504,12.392112434808595,0.2124606114463517,13.786330852702422,2.072033588966373
