,Train Error per Iteration (cal/mol/K),Test Error per Iteration (cal/mol/K),Train Avg MAE,Train STD MAE,Test Avg MAE,Test STD MAE
0,1.5099887948501862,2.824800068931764,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
1,1.3943297236832313,5.5260489064680955,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
2,1.4344763491336783,4.62043567203105,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
3,1.5916807203869048,2.8139196060570244,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
4,1.5084360607829592,4.036576372557316,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
5,1.1277183124342862,9.060290202744806,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
6,1.4294258369487023,5.874116082063287,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
7,1.5053912555438593,3.899055838303334,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
8,1.378869195111704,7.282184601422705,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
9,1.4363071317272782,5.79838822261513,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
10,1.6123253953607064,3.9074294289672706,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
11,1.3880650795090896,6.482887432647896,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
12,1.3844937765641072,5.243872635685785,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
13,1.5924904007298477,4.3579200983959225,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
14,1.53043846404448,4.544810764991504,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
15,1.6166295316847301,3.439926076774696,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
16,1.5565487787980297,2.7672094580642064,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
17,1.6076198299277267,3.0439073867034137,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
18,1.5647302829285912,4.464677876356737,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
19,1.4540905025970532,3.541566899959503,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
20,1.6401880356935685,4.053713711404034,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
21,1.2874117759746655,7.369600303957961,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
22,1.3827823746995584,5.76474260873594,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
23,1.58071411034314,3.8744829923762545,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
24,1.5818121807206598,6.4177953625486905,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
25,1.4324830403566242,5.689793672299924,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
26,1.438707461551274,4.286306615809517,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
27,1.4873940816647866,4.979314956456815,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
28,1.4180249670667224,6.325188716583372,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
29,1.5653302605653772,4.306469440084785,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
30,1.5877021798977242,3.880686456126607,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
31,1.4473750450135636,4.398581879909362,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
32,1.4049109397629487,5.759943176503793,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
33,1.541581246278607,4.2812583505443635,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
34,1.285126950557437,6.823806140034261,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
35,1.3996460825330523,4.748554281844638,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
36,1.5842451945136538,3.961824543523569,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
37,1.5773282236324653,4.749918486235072,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
38,1.526724050394189,3.781142117885699,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
39,1.57528921672777,3.350234979612998,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
40,1.3863784413511435,7.480251712668212,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
41,1.4713934191290432,5.197536187798888,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
42,1.4673416764868752,4.6855961538356,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
43,1.40773321731225,4.847519047254116,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
44,1.596694243639616,4.367041944478684,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
45,1.5317333714549664,4.731605050534584,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
46,1.6354751383591017,3.1483000900007694,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
47,1.4544536042892247,6.237324098542629,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
48,1.4472807675569606,4.75441759987122,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
49,1.3828296520223586,5.699692503457503,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
50,1.6836063312261467,4.34385468916635,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
51,1.5349286760172682,3.805015466838301,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
52,1.3232690364668804,7.200517355155493,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
53,1.5349205843739555,2.9737259610701354,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
54,1.4547413636841324,4.799800932998666,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
55,1.3963316140908875,6.323018149366368,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
56,1.3475365633624699,5.484886253601439,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
57,1.3574069360011989,7.168024477359615,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
58,1.6122058033049396,3.9203662749176655,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
59,1.56158492311212,3.5083477708073514,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
60,1.4434866077696225,5.927663572914433,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
61,1.3879155753084518,3.364293436649585,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
62,1.4293488151796885,4.7888002131763185,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
63,1.4723261948573731,3.907843833966674,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
64,1.6109691250439462,5.270527787745408,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
65,1.3948988815903764,5.658293817121338,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
66,1.537556773402448,4.3307339651219126,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
67,1.5280116740927683,4.172824177534451,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
68,1.5417632779110353,4.036901307151605,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
69,1.5474892642440625,4.679706894030735,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
70,1.4154713375310979,3.747646350879903,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
71,1.4857061783861953,6.27002002229949,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
72,1.536392101866534,4.7651033119173345,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
73,1.4061318530010738,5.610687887423245,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
74,1.3484591891599544,5.335887157752105,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
75,1.4639079682841794,4.954143738652787,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
76,1.3977301671390288,4.305809397703348,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
77,1.5140705582719163,4.606941818668072,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
78,1.4386144478069287,5.827604721426735,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
79,1.5238377978193862,4.485000579416947,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
80,1.4541501321790167,5.388583078814523,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
81,1.245372002136464,7.016620966087858,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
82,1.5926029113854139,3.25948906459686,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
83,1.5781504618662248,2.9554687459669156,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
84,1.3223714954694628,5.246327520556477,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
85,1.5158747391519458,4.11606152459079,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
86,1.510992525642016,5.778154710971951,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
87,1.539478732430575,3.2636548869186948,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
88,1.407820984972145,6.301435409548472,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
89,1.2971890179188394,6.542443174549463,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
90,1.5456620704283424,4.305247295523585,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
91,1.5837314685511519,4.314069666941325,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
92,1.630105361506589,3.885273308690145,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
93,1.3945258616223206,6.59587288538901,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
94,1.4267720885463389,3.728084646801407,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
95,1.326462696626583,6.685623511757495,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
96,1.4697575228342485,5.9277605243185585,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
97,1.467662785118136,4.163030575960455,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
98,1.4248919474516242,6.59376465884629,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
99,1.6394969840687053,3.646869032740418,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
100,1.4140872983877977,5.971222380768018,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
101,1.519854537718467,6.090407332724009,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
102,1.5522059361601785,4.4364220204469715,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
103,1.5009455600164907,2.8597307961403535,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
104,1.325491760155439,6.567557209482773,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
105,1.4709299522940098,4.530220817417466,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
106,1.5310790110784682,5.101510668857442,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
107,1.5395314495684156,4.717681806292098,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
108,1.2392259884924737,6.744553174490924,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
109,1.582553555091532,4.010282572685244,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
110,1.5276675264590687,3.7049009893329616,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
111,1.4782051037137474,5.592994184325616,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
112,1.6072936609169222,4.143274600078654,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
113,1.4735884272454904,5.2499838935123515,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
114,1.4754990673211312,3.2880746740362206,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
115,1.6064581642736884,3.7511554333909185,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
116,1.5995011582794594,4.520090167185357,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
117,1.3770170213949164,6.044843593473416,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
118,1.4366653294578782,4.19605207207259,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
119,1.2620714822782555,6.853194128688013,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
120,1.599223424136754,4.028525432657036,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
121,1.5792022766264258,2.496406894062142,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
122,1.3409033828670742,6.584591967975607,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
123,1.5157849658849762,5.903112935145704,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
124,1.343941106912167,5.1598914882354,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
125,1.4851025469513144,3.933085608726384,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
126,1.4240981343043613,4.743547952291788,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
127,1.4351715220608885,5.3523597203040065,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
128,1.418431696396513,5.590505855261253,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
129,1.544636069160302,3.0577128308064188,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
130,1.6000043419337502,3.27063474031954,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
131,1.5400226825418162,4.168951762678544,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
132,1.5616850847714467,4.165308735338725,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
133,1.4321900246082706,5.03084763353258,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
134,1.4317340962209222,4.770681802854536,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
135,1.605256410061481,3.4776133837199508,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
136,1.4188629232752725,5.312854593937931,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
137,1.3326516609256338,5.932094324172756,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
138,1.644816468022181,4.232825906830984,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
139,1.5980464278444841,4.661261457491076,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
140,1.5112665323199597,4.113687972627733,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
141,1.5263691281381835,5.305977032560289,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
142,1.5385948103636173,4.0051139073623405,1.4822139200742055,0.10282473304305792,4.824111412615174,1.2401815065028012
